,WD,basin,sampling_point,sampling_date,BOD,chla,COD,DO,EC,SS,wtemp,TOC,clar,lake_x,Title,Satellite_date,check_same_date,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,check
838,,,Daecheong1,20190218,,4.5,,11.4,,,4.6,,4.6,Daecheongdam,1_1_20190217T021749_20190217T022318_T52SCF.tif,20190217,처_음,49,140.6666667,145.7777778,85.11111111,59.33333333,49.22222222,50,61.22222222,52.66666667,14,32.66666667,32.33333333,1
843,,,Daecheong1,20190325,,4,,12.7,,,6.1,,2.8,Daecheongdam,1_1_20190324T021601_20190324T022122_T52SCF.tif,20190324,처_음,55,71.77777778,128.3333333,64.44444444,47.22222222,22.88888889,26.44444444,31.44444444,22.66666667,8.333333333,46.66666667,37.33333333,1
865,,,Daecheong1,20190826,,4.1,,5.3,,,25,,3.4,Daecheongdam,1_1_20190826T021609_20190826T021607_T52SCF.tif,20190826,처_음,155,214.4444444,228.3333333,100.4444444,85.22222222,64.11111111,82.44444444,54.44444444,57,70.66666667,28.22222222,14.22222222,1
873,,,Daecheong1,20191021,,25.9,,8.3,,,20.7,,2.1,Daecheongdam,1_1_20191020T021721_20191020T021716_T52SCF.tif,20191020,처_음,207.3333333,203,254.4444444,148.6666667,152.2222222,138.8888889,131.1111111,127.8888889,110.4444444,75,41.11111111,27.77777778,1
874,,,Daecheong1,20191028,,39.2,,9.8,,,20.1,,1.4,Daecheongdam,1_1_20191030T021821_20191030T021819_T52SCF.tif,20191030,처_음,65.66666667,108.7777778,185,97.44444444,110.3333333,80.11111111,91.77777778,88.88888889,77.33333333,53.33333333,34.55555556,22.33333333,1
876,,,Daecheong1,20191111,,15.3,,9.5,,,17.8,,2.3,Daecheongdam,1_1_20191109T021901_20191109T021904_T52SCF.tif,20191109,처_음,118.3333333,158.2222222,217,143.4444444,154.6666667,121.4444444,129.5555556,120.7777778,115.8888889,53.66666667,36.55555556,23,1
879,,,Daecheong1,20191202,,9.7,,9.3,,,14.1,,3.9,Daecheongdam,1_1_20191204T022039_20191204T022042_T52SCF.tif,20191204,처_음,0,121.8888889,143.8888889,69.33333333,56.55555556,36.44444444,54.22222222,49.44444444,36.22222222,19.33333333,29.22222222,25.33333333,0
886,,,Daecheong3,20200120,,3.7,,9,,,7.7,,3.1,Daecheongdam,1_1_20200118T022021_20200118T022020_T52SCF.tif,20200118,처_음,186,191,218.6666667,178.7777778,150.6666667,125.3333333,114,126.7777778,115.2222222,67.33333333,70.66666667,62,1
893,,,Daecheong3,20200309,,3.1,,10.6,,,7.5,,4.3,Daecheongdam,1_1_20200308T021601_20200308T021559_T52SCF.tif,20200308,처_음,129,139.7777778,170.2222222,95.11111111,87.66666667,56.11111111,57.22222222,46.88888889,40.77777778,29.33333333,55.11111111,63,0
894,,,Daecheong3,20200316,,2.9,,10.9,,,7.4,,4.1,Daecheongdam,1_1_20200318T021601_20200318T021559_T52SCF.tif,20200318,처_음,1,5.333333333,64.22222222,4.444444444,1,1,1,1,1,1.666666667,24,44.22222222,0
895,,,Daecheong3,20200323,,3.1,,11.3,,,8.1,,3.2,Daecheongdam,1_1_20200323T021559_20200323T021601_T52SCF.tif,20200323,처_음,266,368.4444444,361.3333333,244.3333333,223.4444444,197.5555556,190.6666667,186.2222222,162.7777778,124,168.2222222,144.3333333,1
917,,,Daecheong3,20200824,,15.9,,8.9,,,24.1,,1.2,Daecheongdam,1_1_20200825T021611_20200825T021608_T52SCF.tif,20200825,처_음,302.6666667,385.1111111,733.3333333,322.3333333,529.2222222,235.5555556,246.6666667,182.2222222,159.6666667,55.33333333,51,32.66666667,0
928,,,Daecheong3,20201026,,5,,7,,,19.4,,1.8,Daecheongdam,1_1_20201024T021751_20201024T022447_T52SCF.tif,20201024,처_음,107.6666667,214.1111111,372.2222222,218.8888889,172.6666667,94.77777778,85.22222222,75.22222222,71.88888889,34,63,75.11111111,0
930,,,Daecheong3,20201109,,10.3,,7.2,,,17.1,,2.2,Daecheongdam,1_1_20201108T021859_20201108T021902_T52SCF.tif,20201108,처_음,7,150.8888889,219.5555556,162.4444444,136.2222222,91.33333333,101.4444444,103.5555556,91.22222222,93.66666667,123,116.2222222,1
933,,,Daecheong3,20201130,,6,,8,,,13.9,,2.3,Daecheongdam,1_1_20201128T022039_20201128T022033_T52SCF.tif,20201128,처_음,1.333333333,100.2222222,164.3333333,96.44444444,64.33333333,5.777777778,19.22222222,25.22222222,21.55555556,3,40.11111111,49.77777778,0
934,,,Daecheong3,20201207,,4.4,,8.1,,,12.9,,2.6,Daecheongdam,1_1_20201208T022059_20201208T022057_T52SCF.tif,20201208,처_음,8,155.2222222,181.5555556,101.6666667,90.88888889,57.11111111,47.11111111,49.66666667,28.66666667,6.666666667,53.11111111,53.77777778,1
945,,,Daecheong3,20210222,,9,,12.9,,,5.8,,2.8,Daecheongdam,1_1_20210221T021721_20210221T022406_T52SCF.tif,20210221,처_음,152.6666667,199.4444444,266.1111111,180.7777778,179.6666667,129.4444444,127.2222222,115,112,65.33333333,92.22222222,83.11111111,1
947,,,Daecheong3,20210308,,3.9,,12.3,,,6.6,,3.6,Daecheongdam,1_1_20210308T021559_20210308T021602_T52SCF.tif,20210308,처_음,409,465.5555556,456.3333333,310.1111111,282.1111111,235.5555556,244.6666667,229.8888889,204.7777778,147.6666667,129,84.55555556,1
949,,,Daecheong3,20210322,,4.1,,12.2,,,8.7,,2.7,Daecheongdam,1_1_20210323T021601_20210323T022205_T52SCF.tif,20210323,처_음,370.6666667,415.5555556,481.2222222,381.8888889,364.2222222,336.7777778,330.3333333,354,338.2222222,347.6666667,323,254.3333333,1
985,,,Daecheong3,20211129,,8.3,,8.1,,,14.8,,2.5,Daecheongdam,1_1_20211128T022031_20211128T022033_T52SCF.tif,20211128,처_음,1.333333333,3,44.22222222,12.66666667,1,1,1,1,1,0.666666667,2.555555556,28.88888889,1
986,,,Daecheong3,20211206,,4.1,,8.4,,,13.3,,4.5,Daecheongdam,1_1_20211208T022101_20211208T022058_T52SCF.tif,20211208,처_음,1,7.111111111,67.77777778,32.55555556,2,1,1,1,0.333333333,0,23.33333333,29.55555556,1
993,,,Daecheong5,20200120,,3.6,,10.5,,,7.1,,4.2,Daecheongdam,1_1_20200118T022021_20200118T022020_T52SCF.tif,20200118,처_음,182.3333333,179.7777778,226.5555556,164.3333333,141.2222222,125,116,125.1111111,119.6666667,82.22222222,64.77777778,43.77777778,1
1000,,,Daecheong5,20200309,,3.2,,11.8,,,7.3,,3.9,Daecheongdam,1_1_20200308T021601_20200308T021559_T52SCF.tif,20200308,처_음,140.1111111,153.5555556,179,112.1111111,95.33333333,71.44444444,59.11111111,66.77777778,57.55555556,54.55555556,63.66666667,36.44444444,0
1001,,,Daecheong5,20200316,,4.1,,11.9,,,7.5,,4.2,Daecheongdam,1_1_20200318T021601_20200318T021559_T52SCF.tif,20200318,처_음,15,36.88888889,78.11111111,24.66666667,13.22222222,0.333333333,0.444444444,1.111111111,0.444444444,17.55555556,37.33333333,41.33333333,0
1002,,,Daecheong5,20200323,,3.5,,11.7,,,8.1,,3.3,Daecheongdam,1_1_20200323T021559_20200323T021601_T52SCF.tif,20200323,처_음,271.3333333,345.1111111,318.6666667,217.1111111,203.1111111,174.5555556,189.7777778,165.6666667,151.5555556,138.4444444,135.4444444,113.7777778,1
1024,,,Daecheong5,20200824,,13.5,,10.1,,,23.2,,1.6,Daecheongdam,1_1_20200825T021611_20200825T021608_T52SCF.tif,20200825,처_음,261.8888889,256.3333333,387.7777778,181.5555556,233.2222222,163.2222222,160.4444444,138.7777778,135.8888889,99,60.66666667,37.44444444,0
1033,,,Daecheong5,20201026,,4.6,,7,,,19.5,,1.4,Daecheongdam,1_1_20201024T021751_20201024T022447_T52SCF.tif,20201024,처_음,124.7777778,182,322.7777778,180,124.2222222,49.88888889,52,46.22222222,25.77777778,28.11111111,37.22222222,36.11111111,0
1035,,,Daecheong5,20201109,,7.1,,7.5,,,16.9,,2.1,Daecheongdam,1_1_20201108T021859_20201108T021902_T52SCF.tif,20201108,처_음,107.1111111,213.3333333,320.2222222,205.2222222,202,134.3333333,160,165.5555556,152,137.5555556,158.6666667,135.2222222,1
1038,,,Daecheong5,20201130,,4.5,,8.4,,,14,,2.2,Daecheongdam,1_1_20201128T022039_20201128T022033_T52SCF.tif,20201128,처_음,74,189.1111111,283.4444444,146.5555556,109.7777778,48.11111111,46.22222222,62.44444444,54.22222222,31.44444444,62.55555556,54.33333333,0
1039,,,Daecheong5,20201207,,4.7,,8.7,,,12.5,,1.9,Daecheongdam,1_1_20201208T022059_20201208T022057_T52SCF.tif,20201208,처_음,58.88888889,177.6666667,248,123.7777778,104.8888889,52.22222222,58.66666667,43.77777778,13,13.77777778,51,39.33333333,1
1050,,,Daecheong5,20210222,,13.3,,13.3,,,5.1,,3,Daecheongdam,1_1_20210221T021721_20210221T022406_T52SCF.tif,20210221,처_음,219,224.2222222,284,187.1111111,181.8888889,151,141.5555556,131.2222222,118.6666667,108.7777778,79.33333333,81.22222222,1
1052,,,Daecheong5,20210308,,5.6,,12.9,,,5.6,,3.2,Daecheongdam,1_1_20210308T021559_20210308T021602_T52SCF.tif,20210308,처_음,387.7777778,421.5555556,417.7777778,290.5555556,273.3333333,255.5555556,257,237.3333333,215.6666667,196.5555556,138.4444444,87.11111111,1
1054,,,Daecheong5,20210322,,3.2,,12.3,,,6.9,,3.3,Daecheongdam,1_1_20210323T021601_20210323T022205_T52SCF.tif,20210323,처_음,429.4444444,446.6666667,493.3333333,403.2222222,409.7777778,384,377.3333333,399.5555556,383.2222222,417,343.2222222,272.8888889,1
1090,,,Daecheong5,20211129,,4.1,,8.5,,,14.7,,3,Daecheongdam,1_1_20211128T022031_20211128T022033_T52SCF.tif,20211128,처_음,12.88888889,48.22222222,136.2222222,42.55555556,4.555555556,0,0.666666667,1,0.888888889,1.222222222,3.888888889,24.77777778,1
1091,,,Daecheong5,20211206,,2.4,,8.9,,,13.2,,3.5,Daecheongdam,1_1_20211208T022101_20211208T022058_T52SCF.tif,20211208,처_음,30.77777778,61.33333333,123,55.22222222,28.11111111,4.444444444,5,13.33333333,16.55555556,4.555555556,28.55555556,27,1
1098,,,Daecheong1,20200120,,5.6,,10.7,,,7.4,,3.2,Daecheongdam,1_1_20200118T022021_20200118T022020_T52SCF.tif,20200118,처_음,112.3333333,132.3333333,171.3333333,121.1111111,99.66666667,85.22222222,68.11111111,85.77777778,80.11111111,54.66666667,45.11111111,49,1
1105,,,Daecheong1,20200309,,4,,11.7,,,7.7,,2.5,Daecheongdam,1_1_20200308T021601_20200308T021559_T52SCF.tif,20200308,처_음,144,171.7777778,221.5555556,122.1111111,111.3333333,66.88888889,71.22222222,66.33333333,60.33333333,37.66666667,44.11111111,26.66666667,0
1106,,,Daecheong1,20200316,,3.8,,11.9,,,7.9,,2.9,Daecheongdam,1_1_20200318T021601_20200318T021559_T52SCF.tif,20200318,처_음,5.666666667,51.22222222,124.4444444,41.33333333,19.55555556,1.666666667,0.666666667,3.111111111,1,0,16.88888889,21.11111111,0
1107,,,Daecheong1,20200323,,4.1,,11.7,,,8.1,,2.9,Daecheongdam,1_1_20200323T021559_20200323T021601_T52SCF.tif,20200323,처_음,260.6666667,331,327.1111111,198.3333333,193.6666667,153.5555556,163.6666667,144.1111111,123.7777778,120,74.55555556,58.66666667,1
1129,,,Daecheong1,20200824,,13.6,,8.3,,,23.4,,1,Daecheongdam,1_1_20200825T021611_20200825T021608_T52SCF.tif,20200825,처_음,243.6666667,284.4444444,476.4444444,205,254.2222222,126.7777778,144.1111111,108.2222222,94.77777778,21.33333333,37.88888889,24.55555556,0
1138,,,Daecheong1,20201026,,11.8,,8.3,,,19,,1.9,Daecheongdam,1_1_20201024T021751_20201024T022447_T52SCF.tif,20201024,처_음,57,150.6666667,296.5555556,160.2222222,131.3333333,47.44444444,47.66666667,56.11111111,24,14.66666667,20.44444444,30.55555556,0
1140,,,Daecheong1,20201109,,11.3,,8.5,,,16.8,,1.8,Daecheongdam,1_1_20201108T021859_20201108T021902_T52SCF.tif,20201108,처_음,83.66666667,239.8888889,322,218.5555556,211,167.4444444,169.2222222,171.5555556,142.4444444,134.3333333,142,120.5555556,1
1143,,,Daecheong1,20201130,,8,,9.1,,,13.5,,2.4,Daecheongdam,1_1_20201128T022039_20201128T022033_T52SCF.tif,20201128,처_음,2.333333333,157.3333333,245.5555556,121.1111111,90.66666667,54.88888889,46.33333333,53.66666667,46,13.33333333,47.88888889,41,0
1144,,,Daecheong1,20201207,,7.2,,9.3,,,12.2,,2.7,Daecheongdam,1_1_20201208T022059_20201208T022057_T52SCF.tif,20201208,처_음,62.66666667,203.6666667,239.4444444,136,125.6666667,75.55555556,92.44444444,82.33333333,63.77777778,26.33333333,44.11111111,34.77777778,1
1155,,,Daecheong1,20210222,,10.7,,13.1,,,5.2,,2.6,Daecheongdam,1_1_20210221T021721_20210221T022406_T52SCF.tif,20210221,처_음,202.3333333,252,342.8888889,209.4444444,194.7777778,138.8888889,137.8888889,128.7777778,114.3333333,96.33333333,78.77777778,72,1
1157,,,Daecheong1,20210308,,4.3,,12.5,,,6.7,,2.5,Daecheongdam,1_1_20210308T021559_20210308T021602_T52SCF.tif,20210308,처_음,366,444.5555556,466,281.4444444,255.4444444,201.1111111,200.4444444,191.8888889,175.3333333,151,101.7777778,54.33333333,1
1159,,,Daecheong1,20210322,,3.8,,12,,,7.4,,2,Daecheongdam,1_1_20210323T021601_20210323T022205_T52SCF.tif,20210323,처_음,404.6666667,469.2222222,594.1111111,414.4444444,385.7777778,336.7777778,345.8888889,345.2222222,321.3333333,352,267.2222222,208.1111111,1
1195,,,Daecheong1,20211129,,5.9,,9.2,,,14.3,,3.4,Daecheongdam,1_1_20211128T022031_20211128T022033_T52SCF.tif,20211128,처_음,0,10.11111111,72.11111111,28.33333333,0.555555556,0.666666667,1,1,0,2.666666667,4.777777778,3.444444444,1
1196,,,Daecheong1,20211206,,3.4,,9.4,,,12.8,,3.5,Daecheongdam,1_1_20211208T022101_20211208T022058_T52SCF.tif,20211208,처_음,16,74.44444444,125.7777778,74.77777778,52,26.77777778,21,36,17.22222222,2,16,23.88888889,1
1207,,,Daecheong3,20220221,,3.9,,11.7,,,4.8,,4.4,Daecheongdam,1_1_20220221T021709_20220221T022349_T52SCF.tif,20220221,처_음,275.3333333,338.3333333,297.1111111,206.4444444,183.1111111,156.2222222,161,156.6666667,131,117.6666667,87.77777778,77.22222222,0
1238,,,Daecheong3,20220926,,14.6,,6.1,,,24,,2.5,Daecheongdam,1_1_20220924T021541_20220924T022204_T52SCF.tif,20220924,처_음,154.3333333,190.7777778,262.8888889,150.8888889,138.7777778,95.88888889,109.7777778,97.66666667,92.77777778,78,73.33333333,70.11111111,1
1241,,,Daecheong3,20221017,,19.4,,8.4,,,21.7,,2.4,Daecheongdam,1_1_20221019T021709_20221019T022253_T52SCF.tif,20221019,처_음,35.33333333,113,123.3333333,66.66666667,64.22222222,23.88888889,19.22222222,24.77777778,8.222222222,1.666666667,35.11111111,28.11111111,0
1250,,,Daecheong3,20221219,,6.4,,9.5,,,9.9,,3.8,Daecheongdam,1_1_20221218T022109_20221218T022111_T52SCF.tif,20221218,처_음,99.66666667,212.7777778,193.2222222,119.7777778,96.77777778,70.22222222,63.33333333,72.66666667,45.77777778,30.66666667,38.11111111,33.66666667,0
1252,,,Daecheong3,20230102,,4,,9.3,,,7.6,,3.7,Daecheongdam,1_1_20230102T022111_20230102T022106_T52SCF.tif,20230102,처_음,2.333333333,21.77777778,54.55555556,43.55555556,21.44444444,0,1.222222222,13.11111111,0.444444444,0,22.44444444,27.55555556,0
1259,,,Daecheong3,20230220,,2.7,,11.4,,,5.4,,4.9,Daecheongdam,1_1_20230221T021721_20230221T022343_T52SCF.tif,20230221,처_음,131.3333333,146.3333333,181.3333333,125.3333333,108.1111111,96,83.88888889,100.1111111,84.44444444,59,79,73.44444444,0
1260,,,Daecheong3,20230227,,2.4,,11.6,,,5.6,,4.7,Daecheongdam,1_1_20230226T021649_20230226T022359_T52SCF.tif,20230226,처_음,114,172.3333333,162.6666667,85,70.33333333,54.88888889,63.22222222,55.66666667,42.33333333,27.66666667,49.66666667,43.77777778,0
1261,,,Daecheong3,20230306,,2.7,,11.8,,,6,,4.8,Daecheongdam,1_1_20230308T021539_20230308T022653_T52SCF.tif,20230308,처_음,278.6666667,250.1111111,287.2222222,227.7777778,326.6666667,316,311.6666667,222,289.2222222,306,258.8888889,184.5555556,1
1262,,,Daecheong3,20230313,,3.5,,11.6,,,7.1,,3.4,Daecheongdam,1_1_20230313T021531_20230313T022154_T52SCF.tif,20230313,처_음,108.3333333,135.6666667,201,130.3333333,112.7777778,96.22222222,89.66666667,99.77777778,90.55555556,82.66666667,127.8888889,129.7777778,1
1265,,,Daecheong3,20230403,,3.2,,12.2,,,11.8,,3.8,Daecheongdam,1_1_20230402T021531_20230402T022156_T52SCF.tif,20230402,처_음,330.6666667,310.3333333,324,203.7777778,180.8888889,142.3333333,140.7777778,127.7777778,112.3333333,101.6666667,90.55555556,77.33333333,1
1266,,,Daecheong3,20230410,,3.7,,11.5,,,11.6,,3.9,Daecheongdam,1_1_20230412T021531_20230412T022653_T52SCF.tif,20230412,처_음,148,273.6666667,454.2222222,429.7777778,432.6666667,407.4444444,437.6666667,500,490.5555556,510,605.6666667,521.8888889,1
1267,,,Daecheong3,20230417,,4.5,,11.6,,,11.6,,3.7,Daecheongdam,1_1_20230417T021539_20230417T022159_T52SCF.tif,20230417,처_음,18.33333333,197.5555556,307.7777778,241.3333333,260.1111111,212,253.8888889,265.8888889,278.6666667,292.3333333,418.3333333,326.6666667,1
1269,,,Daecheong3,20230502,,2.3,,10.8,,,15.3,,2.6,Daecheongdam,1_1_20230502T021531_20230502T022440_T52SCF.tif,20230502,처_음,388.6666667,449.8888889,522.6666667,386.3333333,377,355.7777778,385.1111111,433.5555556,402.6666667,617.6666667,374.3333333,313,1
1284,,,Daecheong3,20230814,,29.3,,9.3,,,26.7,,1,Daecheongdam,1_1_20230815T021539_20230815T021939_T52SCF.tif,20230815,처_음,498.6666667,577.7777778,713,406.7777778,625.1111111,494.4444444,494,381.8888889,356.6666667,246,176.3333333,140.3333333,1
1285,,,Daecheong3,20230821,,47,,8.5,,,27.4,,0.5,Daecheongdam,1_1_20230820T021541_20230820T022103_T52SCF.tif,20230820,처_음,733.3333333,800.1111111,1161.111111,659.1111111,1278.333333,1075.888889,1110.777778,878.2222222,840.3333333,409.6666667,194.3333333,100.1111111,1
1290,,,Daecheong3,20230907,,33.1,,6,,,26.2,,1,Daecheongdam,1_1_20230909T021541_20230909T022102_T52SCF.tif,20230909,처_음,297.3333333,447.7777778,890.3333333,411.8888889,788.1111111,352.4444444,359.5555556,305.3333333,221,105,69.66666667,54.77777778,1
1291,,,Daecheong3,20230911,,28.7,,5.8,,,26.3,,0.4,Daecheongdam,1_1_20230909T021541_20230909T022102_T52SCF.tif,20230909,처_음,297.3333333,447.7777778,890.3333333,411.8888889,788.1111111,352.4444444,359.5555556,305.3333333,221,105,69.66666667,54.77777778,1
1294,,,Daecheong3,20230925,,10.7,,4,,,25.1,,1.4,Daecheongdam,1_1_20230924T021539_20230924T022642_T52SCF.tif,20230924,처_음,181.6666667,367.5555556,626.3333333,300.8888889,402.8888889,166.4444444,176.3333333,148,115.4444444,64,61.11111111,39.77777778,1
1299,,,Daecheong3,20231030,,18.7,,7.2,,,20.7,,1.5,Daecheongdam,1_1_20231029T021811_20231029T022436_T52SCF.tif,20231029,처_음,164,220.2222222,363.1111111,202.5555556,265,158.2222222,161.6666667,140.3333333,120.1111111,86.33333333,65.22222222,41.88888889,1
1301,,,Daecheong3,20231113,,11.6,,7.7,,,18,,1.8,Daecheongdam,1_1_20231113T021929_20231113T022557_T52SCF.tif,20231113,처_음,31.33333333,161.4444444,247.6666667,127.1111111,118.7777778,41.66666667,51.77777778,36.55555556,29.44444444,1.333333333,30,32.55555556,0
1303,,,Daecheong3,20231127,,8.9,,7.9,,,15.2,,2.7,Daecheongdam,1_1_20231128T022031_20231128T022300_T52SCF.tif,20231128,처_음,192,219.1111111,273.4444444,195,171.4444444,132.7777778,122.7777778,129,116.6666667,87.66666667,61.88888889,59,1
1304,,,Daecheong3,20231204,,4.6,,8.9,,,13.3,,3.5,Daecheongdam,1_1_20231203T022049_20231203T022043_T52SCF.tif,20231203,처_음,65.33333333,171.3333333,175.8888889,93.22222222,81.77777778,53.33333333,61.33333333,57.88888889,32.88888889,12,36.11111111,39.66666667,1
1307,,,Daecheong3,20231226,,5.6,,9.4,,,9.7,,3,Daecheongdam,1_1_20231223T022119_20231223T022116_T52SCF.tif,20231223,처_음,0,120.4444444,122.6666667,56.88888889,42,3,19.88888889,11.77777778,10.66666667,0,40.66666667,44.66666667,0
1315,,,Daecheong5,20220221,,3.8,,12,,,4.6,,3.4,Daecheongdam,1_1_20220221T021709_20220221T022349_T52SCF.tif,20220221,처_음,299.5555556,331.6666667,315.8888889,196.4444444,174.4444444,155.8888889,159.4444444,154.1111111,135,137.7777778,103.1111111,68.77777778,0
1346,,,Daecheong5,20220926,,6.7,,5.2,,,22.3,,1.8,Daecheongdam,1_1_20220924T021541_20220924T022204_T52SCF.tif,20220924,처_음,174.1111111,184.4444444,289.4444444,143.3333333,141.2222222,74.55555556,97.22222222,86.77777778,64,71.44444444,50.88888889,32.88888889,1
1349,,,Daecheong5,20221017,,13.4,,5.6,,,20.7,,2.5,Daecheongdam,1_1_20221019T021709_20221019T022253_T52SCF.tif,20221019,처_음,80.55555556,137.4444444,175.2222222,84.44444444,80.33333333,28.55555556,38,31,23.11111111,19.22222222,37,29.33333333,0
1358,,,Daecheong5,20221219,,3.5,,9.5,,,10,,3.9,Daecheongdam,1_1_20221218T022109_20221218T022111_T52SCF.tif,20221218,처_음,178.1111111,243.5555556,241.2222222,136.2222222,107.1111111,83.66666667,60.77777778,77.55555556,67.11111111,40.66666667,42.22222222,39,0
1360,,,Daecheong5,20230102,,3.4,,10.1,,,7.3,,4.5,Daecheongdam,1_1_20230102T022111_20230102T022106_T52SCF.tif,20230102,처_음,46.88888889,67,93.66666667,55.66666667,29.88888889,11.55555556,0,21.88888889,11.44444444,10.22222222,25.44444444,31.77777778,0
1367,,,Daecheong5,20230220,,3,,12,,,4.8,,6.2,Daecheongdam,1_1_20230221T021721_20230221T022343_T52SCF.tif,20230221,처_음,157.1111111,148.6666667,169.6666667,114.5555556,95.55555556,87.55555556,80.22222222,92.33333333,73.88888889,74.55555556,63.22222222,51.11111111,0
1368,,,Daecheong5,20230227,,2.5,,12.2,,,5.4,,5.7,Daecheongdam,1_1_20230226T021649_20230226T022359_T52SCF.tif,20230226,처_음,154.8888889,182.2222222,162.6666667,90.88888889,82.44444444,57.44444444,58.88888889,55,41.55555556,45.77777778,56.11111111,36.33333333,0
1369,,,Daecheong5,20230306,,2.9,,12.2,,,5.8,,5.7,Daecheongdam,1_1_20230308T021539_20230308T022653_T52SCF.tif,20230308,처_음,300.8888889,265.6666667,288.1111111,224.3333333,329.8888889,304.5555556,314.5555556,250,296.5555556,410.3333333,263.6666667,196.5555556,1
1370,,,Daecheong5,20230313,,3.4,,12.1,,,6.6,,4.3,Daecheongdam,1_1_20230313T021531_20230313T022154_T52SCF.tif,20230313,처_음,131.7777778,126.8888889,161.1111111,104.7777778,94,67.77777778,73.88888889,75.11111111,66.88888889,80.11111111,86.77777778,81.55555556,1
1373,,,Daecheong5,20230403,,3.7,,11.7,,,8.3,,3.5,Daecheongdam,1_1_20230402T021531_20230402T022156_T52SCF.tif,20230402,처_음,362.1111111,319.6666667,319.3333333,204,203,172.8888889,169.7777778,157,143,144.5555556,103.1111111,92.88888889,1
1374,,,Daecheong5,20230410,,4.3,,11.3,,,8.9,,3,Daecheongdam,1_1_20230412T021531_20230412T022653_T52SCF.tif,20230412,처_음,159.5555556,298.1111111,454.6666667,406.2222222,403,377.1111111,395.7777778,479.3333333,451.5555556,435.5555556,524.5555556,441.7777778,1
1375,,,Daecheong5,20230417,,4.3,,11,,,15.4,,2.5,Daecheongdam,1_1_20230417T021539_20230417T022159_T52SCF.tif,20230417,처_음,91.44444444,229,367.1111111,282,286.6666667,282.5555556,302,320.1111111,341.8888889,339.2222222,409.4444444,302.1111111,1
1377,,,Daecheong5,20230502,,3.5,,9.8,,,10.9,,2.8,Daecheongdam,1_1_20230502T021531_20230502T022440_T52SCF.tif,20230502,처_음,306.1111111,286.3333333,356.3333333,182.5555556,184.2222222,175.2222222,176.5555556,188.8888889,173.3333333,211.1111111,142.2222222,112.4444444,1
1392,,,Daecheong5,20230814,,19.6,,9,,,24.6,,1.2,Daecheongdam,1_1_20230815T021539_20230815T021939_T52SCF.tif,20230815,처_음,431.1111111,568.7777778,948,466.8888889,962.7777778,749.7777778,780.2222222,561.8888889,556,245.1111111,133.3333333,82.55555556,1
1393,,,Daecheong5,20230821,,17.5,,8.9,,,25.9,,0.8,Daecheongdam,1_1_20230820T021541_20230820T022103_T52SCF.tif,20230820,처_음,769.6666667,793.6666667,1095.555556,643.2222222,913.6666667,751.8888889,781.6666667,676.2222222,682.6666667,1732.333333,455.3333333,343.7777778,1
1396,,,Daecheong5,20230911,,7.4,,5.7,,,24.8,,1.7,Daecheongdam,1_1_20230909T021541_20230909T022102_T52SCF.tif,20230909,처_음,238.3333333,289.5555556,514.8888889,236.4444444,262.5555556,126.8888889,150.1111111,127.2222222,109.5555556,108.8888889,59.22222222,38.11111111,1
1398,,,Daecheong5,20230925,,11.3,,5,,,23.9,,2.3,Daecheongdam,1_1_20230924T021539_20230924T022642_T52SCF.tif,20230924,처_음,154.4444444,227,305.3333333,158.1111111,162.2222222,93.33333333,101.5555556,101.7777778,86.44444444,77.11111111,66.88888889,48.33333333,1
1403,,,Daecheong5,20231030,,8.5,,6.9,,,20.4,,2,Daecheongdam,1_1_20231029T021811_20231029T022436_T52SCF.tif,20231029,처_음,188.8888889,186.6666667,234.5555556,133.6666667,125.1111111,87.11111111,86.55555556,89.11111111,83.66666667,52.55555556,47.11111111,37.33333333,1
1405,,,Daecheong5,20231113,,8,,7.5,,,18.3,,2.3,Daecheongdam,1_1_20231113T021929_20231113T022557_T52SCF.tif,20231113,처_음,81.22222222,156.8888889,212.3333333,127.8888889,87.55555556,34.66666667,53,44.44444444,38.77777778,14.77777778,37.55555556,21.33333333,0
1407,,,Daecheong5,20231127,,5.6,,8.1,,,15,,3,Daecheongdam,1_1_20231128T022031_20231128T022300_T52SCF.tif,20231128,처_음,203.8888889,234.6666667,291.7777778,198.1111111,173.1111111,137.6666667,133.4444444,139.4444444,123.2222222,95.22222222,66.55555556,36.11111111,1
1408,,,Daecheong5,20231204,,3.5,,8.7,,,13.3,,3.7,Daecheongdam,1_1_20231203T022049_20231203T022043_T52SCF.tif,20231203,처_음,71.44444444,194.5555556,209.1111111,123.3333333,97.66666667,62.77777778,71.77777778,68.55555556,50.44444444,24.77777778,46.77777778,34.77777778,1
1411,,,Daecheong5,20231226,,6,,10.1,,,9.2,,4.2,Daecheongdam,1_1_20231223T022119_20231223T022116_T52SCF.tif,20231223,처_음,52.22222222,125.7777778,158.3333333,68.22222222,46.11111111,25.22222222,38.44444444,16.44444444,20.11111111,13.77777778,40.11111111,32.11111111,0
1419,,,Daecheong1,20220221,,3.3,,12.2,,,4.5,,3.5,Daecheongdam,1_1_20220221T021709_20220221T022349_T52SCF.tif,20220221,처_음,275,352.5555556,345.4444444,202.3333333,183.6666667,141.3333333,150.5555556,144.6666667,120.4444444,110.6666667,71.77777778,48.22222222,0
