,Unnamed: 0,year,month,WD,sampling_date,basin,sampling_point,BOD,chla,COD,chro,DO,EC,SS,wtemp,TOC,clar,lake_x,Title,Satellite_date,check_same_date,lake_y,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,check
870,870,,,,20190930,,D1,,5.4,,,6.7,,,23.2,,2.7,대청호,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
871,871,,,,20191007,,D1,,8.2,,,5.7,,,22.1,,2.7,대청호,1_1_20191005T021609_20191005T021603_T52SCF.tif,20191005,처_음,대청호,5494.333333,5261.333333,4916,4707.111111,4618.555556,4496.222222,4559.888889,4410.666667,4455.777778,2966.333333,2719.444444,2073.111111,3
872,872,,,,20191014,,D1,,12.9,,,7.2,,,21.4,,2.3,대청호,1_1_20191015T021639_20191015T021642_T52SCF.tif,20191015,처_음,대청호,904.3333333,815.5555556,770.1111111,571.3333333,600.6666667,599.1111111,590.2222222,811.7777778,533.7777778,1373.333333,569.1111111,370.1111111,3
873,873,,,,20191021,,D1,,25.9,,,8.3,,,20.7,,2.1,대청호,1_1_20191020T021721_20191020T021716_T52SCF.tif,20191020,처_음,대청호,207.3333333,203,254.4444444,148.6666667,152.2222222,138.8888889,131.1111111,127.8888889,110.4444444,75,41.11111111,27.77777778,1
874,874,,,,20191028,,D1,,39.2,,,9.8,,,20.1,,1.4,대청호,1_1_20191030T021821_20191030T021819_T52SCF.tif,20191030,처_음,대청호,65.66666667,108.7777778,185,97.44444444,110.3333333,80.11111111,91.77777778,88.88888889,77.33333333,53.33333333,34.55555556,22.33333333,1
875,875,,,,20191104,,D1,,24.5,,,9.9,,,19.3,,2.6,대청호,1_1_20191104T021849_20191104T022416_T52SCF.tif,20191104,처_음,대청호,168,245.4444444,255.4444444,154,167.7777778,150.2222222,150.2222222,134.1111111,115.6666667,79,57.66666667,40.22222222,2
876,876,,,,20191111,,D1,,15.3,,,9.5,,,17.8,,2.3,대청호,1_1_20191109T021901_20191109T021904_T52SCF.tif,20191109,처_음,대청호,118.3333333,158.2222222,217,143.4444444,154.6666667,121.4444444,129.5555556,120.7777778,115.8888889,53.66666667,36.55555556,23,1
877,877,,,,20191118,,D1,,10.6,,,9,,,16.5,,2.5,대청호,1_1_20191119T022001_20191119T021959_T52SCF.tif,20191119,처_음,대청호,9565.666667,8462.666667,8408,8228,8348.333333,8135,7991,8255.555556,7835.777778,10426,6793.333333,6505.111111,3
878,878,,,,20191125,,D1,,9.1,,,9,,,15.4,,3.6,대청호,1_1_20191124T022019_20191124T022015_T52SCF.tif,20191124,처_음,대청호,21.33333333,144.8888889,172.3333333,96.88888889,109.4444444,72,103.6666667,73,67.22222222,45.33333333,49.55555556,37.22222222,3
879,879,,,,20191202,,D1,,9.7,,,9.3,,,14.1,,3.9,대청호,1_1_20191204T022039_20191204T022042_T52SCF.tif,20191204,처_음,대청호,0,121.8888889,143.8888889,69.33333333,56.55555556,36.44444444,54.22222222,49.44444444,36.22222222,19.33333333,29.22222222,25.33333333,0
880,880,,,,20191209,,D1,,6.8,,,9.5,,,12.3,,4.5,대청호,1_1_20191209T022101_20191209T022056_T52SCF.tif,20191209,처_음,대청호,408,393.5555556,408.3333333,325.7777778,319.5555556,291.1111111,268.1111111,264.2222222,234.7777778,178.3333333,104.2222222,56.33333333,2
881,881,,,,20191216,,D1,,4.3,,,9.5,,,11.5,,4,대청호,1_1_20191214T022109_20191214T022103_T52SCF.tif,20191214,처_음,대청호,87.66666667,199.4444444,170.6666667,118.2222222,114,86.88888889,93.33333333,105.2222222,72.88888889,61.33333333,41.22222222,28.44444444,2
882,882,,,,20191223,,D1,,4.9,,,9.7,,,10.5,,3.8,대청호,1_1_20191224T022109_20191224T022109_T52SCF.tif,20191224,처_음,대청호,844.3333333,673.5555556,728.8888889,709,692.4444444,670.3333333,716.5555556,631.5555556,755.1111111,1070.333333,531.6666667,523.8888889,2
883,883,,,,20191230,,D3,,7,,,9.2,,,9.9,,3.2,대청호,1_1_20191229T022111_20191229T022107_T52SCF.tif,20191229,처_음,대청호,11053.66667,10856,10604.44444,10430.22222,10509.88889,10160.66667,9855.111111,10650.66667,9625.555556,11418,5356.888889,5599.111111,2
884,884,,,,20200106,,D3,,5.4,,,9,,,8.9,,3.5,대청호,1_1_20200108T022051_20200108T022050_T52SCF.tif,20200108,처_음,대청호,9970.333333,9972.444444,9948.444444,9986.666667,10232.66667,9893.666667,9741.888889,10117.33333,9623.777778,10192.33333,5472,3787.888889,3
885,885,,,,20200113,,D3,,5.1,,,9.5,,,8.4,,3.5,대청호,1_1_20200113T022039_20200113T022038_T52SCF.tif,20200113,처_음,대청호,7630,7902.111111,7294.111111,7150.666667,7285,7138.888889,7061.777778,7647.333333,6967.333333,7808.333333,6529.777778,6211.222222,3
886,886,,,,20200120,,D3,,3.7,,,9,,,7.7,,3.1,대청호,1_1_20200118T022021_20200118T022020_T52SCF.tif,20200118,처_음,대청호,186,191,218.6666667,178.7777778,150.6666667,125.3333333,114,126.7777778,115.2222222,67.33333333,70.66666667,62,1
887,887,,,,20200128,,D3,,2.6,,,9.4,,,7.7,,4.2,대청호,1_1_20200128T021941_20200128T021937_T52SCF.tif,20200128,처_음,대청호,316.6666667,202.6666667,239.3333333,276.8888889,291.5555556,297,297.1111111,320.6666667,324.1111111,717,472.4444444,448.4444444,3
888,888,,,,20200203,,D3,,4,,,9.6,,,7.4,,3.2,대청호,1_1_20200202T021909_20200202T021911_T52SCF.tif,20200202,처_음,대청호,1248.666667,1045.888889,1012.444444,1000,1055.333333,1079.777778,1094.777778,908.8888889,1033.777778,1150.666667,636.3333333,543.2222222,2
889,889,,,,20200210,,D3,,4.1,,,10.5,,,6.8,,4.1,대청호,1_1_20200212T021819_20200212T021815_T52SCF.tif,20200212,처_음,대청호,10521.33333,9463.111111,9520.888889,9784.888889,10248.77778,10108.22222,9969.111111,9844.444444,9773.777778,15559.66667,4701.555556,5144.666667,2
890,890,,,,20200217,,D3,,4.6,,,10.8,,,6.9,,3.9,대청호,1_1_20200217T021741_20200217T021741_T52SCF.tif,20200217,처_음,대청호,3633,3492,3057.777778,2842.666667,2830.333333,2750.444444,2673.444444,3136.222222,2624.444444,2914.333333,1446.666667,1183.222222,2
891,891,,,,20200224,,D3,,4,,,11.2,,,7.1,,3.8,대청호,1_1_20200222T021709_20200222T021711_T52SCF.tif,20200222,처_음,대청호,6604,4581.555556,4529.333333,4834,5403.333333,5618,5786.222222,4738.888889,5940.555556,7751,5295,5137.111111,2
892,892,,,,20200302,,D3,,3.8,,,11.4,,,7.6,,4.3,대청호,1_1_20200303T021559_20200303T021602_T52SCF.tif,20200303,처_음,대청호,221,272.4444444,253.6666667,172.2222222,166.7777778,140.6666667,140.2222222,136,129.6666667,104,98.33333333,75.33333333,2
893,893,,,,20200309,,D3,,3.1,,,10.6,,,7.5,,4.3,대청호,1_1_20200308T021601_20200308T021559_T52SCF.tif,20200308,처_음,대청호,129,139.7777778,170.2222222,95.11111111,87.66666667,56.11111111,57.22222222,46.88888889,40.77777778,29.33333333,55.11111111,63,0
894,894,,,,20200316,,D3,,2.9,,,10.9,,,7.4,,4.1,대청호,1_1_20200318T021601_20200318T021559_T52SCF.tif,20200318,처_음,대청호,1,5.333333333,64.22222222,4.444444444,1,1,1,1,1,1.666666667,24,44.22222222,0
895,895,,,,20200323,,D3,,3.1,,,11.3,,,8.1,,3.2,대청호,1_1_20200323T021559_20200323T021601_T52SCF.tif,20200323,처_음,대청호,266,368.4444444,361.3333333,244.3333333,223.4444444,197.5555556,190.6666667,186.2222222,162.7777778,124,168.2222222,144.3333333,1
896,896,,,,20200330,,D3,,3.5,,,10.8,,,9.4,,3.7,대청호,1_1_20200328T021601_20200328T021559_T52SCF.tif,20200328,처_음,대청호,4526.666667,4288,4248.444444,4245.333333,4226,4335.888889,4424.111111,4693.777778,4483.333333,2973,1346,1465.666667,3
897,897,,,,20200406,,D3,,3.5,,,10.7,,,9.3,,3,대청호,1_1_20200407T021601_20200407T021600_T52SCF.tif,20200407,처_음,대청호,1209.333333,1105.555556,1043.888889,893.7777778,914.4444444,919.8888889,905.7777778,872.4444444,843.3333333,837.6666667,431.5555556,286.5555556,2
898,898,,,,20200413,,D3,,3.7,,,10.8,,,9.5,,2.4,대청호,1_1_20200412T021559_20200412T021559_T52SCF.tif,20200412,처_음,대청호,2344.333333,1924.444444,1471.777778,1180,1252.222222,1291.555556,1381.333333,1298.222222,1410.111111,2216,898.8888889,914.2222222,3
899,899,,,,20200420,,D3,,3.5,,,10.6,,,10.6,,3.3,대청호,1_1_20200422T021559_20200422T021557_T52SCF.tif,20200422,처_음,대청호,5481,5042.222222,4926.222222,4885.777778,5044,5099.555556,5076.222222,5475.555556,5014.555556,6585,4804.111111,4440.666667,3
900,900,,,,20200427,,D3,,2.9,,,10.8,,,10.8,,2.2,대청호,1_1_20200427T021611_20200427T021605_T52SCF.tif,20200427,처_음,대청호,1314,1387.888889,1761.333333,1880,2108.888889,2257.666667,2278.444444,1988.777778,2168.666667,1502,1755.444444,1064.777778,3
901,901,,,,20200504,,D3,,2.7,,,10.7,,,14,,3.1,대청호,1_1_20200502T021559_20200502T021559_T52SCF.tif,20200502,처_음,대청호,4553.666667,4560.444444,4172.222222,3875.555556,4139.222222,4243.111111,4198.222222,4556.444444,4143.111111,10400,2536.888889,2400.333333,3
902,902,,,,20200511,,D3,,3.8,,,10.2,,,14.5,,3.5,대청호,1_1_20200512T021559_20200512T021601_T52SCF.tif,20200512,처_음,대청호,339.6666667,775.4444444,1071.777778,1172.444444,1256.555556,1306.555556,1412.555556,1485.111111,1494.888889,2035,1526.555556,1255.777778,3
903,903,,,,20200518,,D3,,4.7,,,10.3,,,15.4,,4.2,대청호,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
904,904,,,,20200525,,D3,,10.1,,,10.4,,,16,,4.9,대청호,1_1_20200527T021611_20200527T021609_T52SCF.tif,20200527,처_음,대청호,438,364.3333333,368.7777778,225.4444444,211.1111111,203.4444444,214.3333333,206.3333333,203,247.6666667,113,97.33333333,3
905,905,,,,20200601,,D3,,4.5,,,10,,,17.4,,5.5,대청호,1_1_20200601T021609_20200601T021604_T52SCF.tif,20200601,처_음,대청호,916,949.5555556,975.8888889,921.2222222,966.6666667,967,993.7777778,956.8888889,984.8888889,1075.666667,906.7777778,869.3333333,3
906,906,,,,20200608,,D3,,1.8,,,10,,,19.4,,7.2,대청호,1_1_20200606T021611_20200606T021609_T52SCF.tif,20200606,처_음,대청호,666.6666667,689.8888889,806,796.5555556,852.6666667,726.1111111,739.3333333,685.4444444,794.4444444,1012,916.1111111,817,3
907,907,,,,20200615,,D3,,2.2,,,9.7,,,20,,6.4,대청호,1_1_20200616T021611_20200616T021609_T52SCF.tif,20200616,처_음,대청호,607,540.6666667,528.1111111,399.7777778,397.2222222,382.6666667,383.4444444,346.6666667,346.6666667,329.3333333,191.2222222,164.4444444,3
908,908,,,,20200622,,D3,,5.3,,,10,,,22.4,,5.5,대청호,1_1_20200621T021609_20200621T021605_T52SCF.tif,20200621,처_음,대청호,875.6666667,848.6666667,770.1111111,594.1111111,610.3333333,671.3333333,720.1111111,630.2222222,645.7777778,602,289.1111111,175.7777778,3
909,909,,,,20200629,,D3,,6,,,9.6,,,22,,4.6,대청호,1_1_20200626T021611_20200626T021608_T52SCF.tif,20200626,처_음,대청호,7339.333333,7413.777778,7018.666667,6798.666667,7208.222222,7177.777778,7128.888889,7278.666667,7084.777778,11304.66667,6392.888889,5638,3
910,910,,,,20200706,,D3,,6.6,,,9.4,,,23.5,,3.9,대청호,1_1_20200706T021611_20200706T021607_T52SCF.tif,20200706,처_음,대청호,788,698.8888889,735.3333333,645.8888889,700.3333333,714.2222222,702.5555556,610.3333333,721.2222222,1011,589.5555556,502.8888889,3
911,911,,,,20200713,,D3,,9.7,,,8.5,,,24.7,,3.3,대청호,1_1_20200711T021609_20200711T021604_T52SCF.tif,20200711,처_음,대청호,5444.666667,4897.777778,4553.777778,4186.222222,4682.111111,4822.777778,4829.888889,4890.666667,4753,15865,2242.444444,2422.444444,3
912,912,,,,20200720,,D3,,9.8,,,7,,,24.3,,3.1,대청호,1_1_20200721T021609_20200721T021604_T52SCF.tif,20200721,처_음,대청호,475.6666667,482.2222222,450.8888889,230.8888889,211.6666667,162.4444444,179.5555556,145.5555556,128.4444444,181,75.66666667,57.55555556,3
913,913,,,,20200727,,D3,,9.9,,,5.3,,,23.6,,2.9,대청호,1_1_20200726T021611_20200726T021608_T52SCF.tif,20200726,처_음,대청호,9036.666667,9066.666667,8601.777778,8327.111111,8619.444444,8379.222222,8328.111111,8485.333333,8219,10852.33333,6002.888889,4132.111111,3
914,914,,,,20200804,,D3,,12.9,,,6.8,,,22.7,,1.5,대청호,1_1_20200805T021611_20200805T021609_T52SCF.tif,20200805,처_음,대청호,10907.66667,11280.88889,10636.44444,10086.22222,10601.22222,10067,9798.666667,10832.88889,9582.777778,15521,3192.333333,3377.333333,3
915,915,,,,20200812,,D3,,13.5,,,8.2,,,24.1,,0.4,대청호,1_1_20200810T021609_20200810T021606_T52SCF.tif,20200810,처_음,대청호,4861.333333,5134.666667,5118.666667,4974.222222,5332.888889,5440.333333,5584.777778,5708,5508.666667,11222.33333,2395.666667,1245.333333,3
916,916,,,,20200818,,D3,,37.7,,,9.3,,,23.7,,0.4,대청호,1_1_20200820T021609_20200820T021606_T52SCF.tif,20200820,처_음,대청호,541,670.8888889,980.8888889,539.2222222,774.7777778,444.1111111,470.2222222,371.8888889,339.8888889,230,118,69.88888889,2
917,917,,,,20200824,,D3,,15.9,,,8.9,,,24.1,,1.2,대청호,1_1_20200825T021611_20200825T021608_T52SCF.tif,20200825,처_음,대청호,302.6666667,385.1111111,733.3333333,322.3333333,529.2222222,235.5555556,246.6666667,182.2222222,159.6666667,55.33333333,51,32.66666667,0
918,918,,,,20200831,,D3,,22.5,,,5.7,,,24.4,,0.6,대청호,1_1_20200830T021609_20200830T021606_T52SCF.tif,20200830,처_음,대청호,4208.666667,3783.777778,3326,2860.888889,3189,3115.777778,3199.777778,3479.555556,3116.666667,7324,2858.888889,2444.555556,3
919,919,,,,20200908,,D3,,9.7,,,6.6,,,23.6,,0.5,대청호,1_1_20200909T021609_20200909T022720_T52SCF.tif,20200909,처_음,대청호,12380.66667,11740.44444,10758.22222,10092.44444,10774.22222,9956.666667,9465.888889,9832,8947.777778,15890,1208.333333,1452.333333,3
920,920,,,,20200914,,D3,,14.5,,,6.8,,,23.6,,0.8,대청호,1_1_20200914T021611_20200914T021607_T52SCF.tif,20200914,처_음,대청호,504.3333333,600.7777778,884.6666667,481.4444444,652.6666667,293.1111111,304.8888889,249.8888889,203.5555556,269,139.3333333,136.6666667,2
921,921,,,,20200921,,D3,,31.1,,,8,,,23,,0.8,대청호,1_1_20200919T021609_20200919T022509_T52SCF.tif,20200919,처_음,대청호,594.6666667,701.6666667,917.8888889,526.7777778,750.4444444,460.2222222,440.7777778,337.3333333,330.3333333,386.3333333,225.5555556,198.7777778,2
922,922,,,,20200928,,D3,,22,,,8.5,,,22.4,,1,대청호,1_1_20200929T021609_20200929T021606_T52SCF.tif,20200929,처_음,대청호,868.3333333,988,1240.888889,908.7777778,1191.222222,1234.222222,1345.333333,1383.777778,1290.111111,2206.333333,750.8888889,588.2222222,2
923,923,,,,20201005,,D3,,11.5,,,7.6,,,22.1,,0.9,대청호,1_1_20201004T021611_20201004T022713_T52SCF.tif,20201004,처_음,대청호,3771.666667,3789.777778,4312.888889,4160.888889,4488.555556,4765.555556,4858,5220.444444,4840.666667,5394.333333,4321.111111,3417.555556,3
924,924,,,,20201007,,D3,,14.7,,,9.7,,,21.9,,0.8,대청호,1_1_20201009T021609_20201009T021609_T52SCF.tif,20201009,처_음,대청호,203,434.2222222,701.5555556,389.8888889,557.8888889,365,342.3333333,361.4444444,243.6666667,302.3333333,248.6666667,124.8888889,2
925,925,,,,20201012,,D3,,10,,,7.5,,,21.3,,1.3,대청호,1_1_20201014T021641_20201014T021644_T52SCF.tif,20201014,처_음,대청호,5823,5615.111111,5355.555556,5142.666667,5339.444444,5376,5383.111111,5632.888889,5427.888889,6724,4629.666667,4304.111111,3
926,926,,,,20201015,,D3,,8.1,,,7.3,,,20.7,,1.2,대청호,1_1_20201014T021641_20201014T021644_T52SCF.tif,20201014,처_음,대청호,5823,5615.111111,5355.555556,5142.666667,5339.444444,5376,5383.111111,5632.888889,5427.888889,6724,4629.666667,4304.111111,3
927,927,,,,20201019,,D3,,6.3,,,6.8,,,20.2,,1.3,대청호,1_1_20201019T021719_20201019T022536_T52SCF.tif,20201019,처_음,대청호,252.6666667,386,561.6666667,340.7777778,346,226.7777778,253.1111111,226.6666667,226.6666667,271.6666667,189,152.8888889,2
928,928,,,,20201026,,D3,,5,,,7,,,19.4,,1.8,대청호,1_1_20201024T021751_20201024T022447_T52SCF.tif,20201024,처_음,대청호,107.6666667,214.1111111,372.2222222,218.8888889,172.6666667,94.77777778,85.22222222,75.22222222,71.88888889,34,63,75.11111111,0
929,929,,,,20201102,,D3,,8,,,6.9,,,18.6,,2.2,대청호,1_1_20201103T021851_20201103T021847_T52SCF.tif,20201103,처_음,대청호,1663.333333,1484,1468.666667,1343.777778,1363,1345.444444,1381.333333,1373.333333,1371.444444,1728.333333,821.7777778,721.8888889,3
930,930,,,,20201109,,D3,,10.3,,,7.2,,,17.1,,2.2,대청호,1_1_20201108T021859_20201108T021902_T52SCF.tif,20201108,처_음,대청호,7,150.8888889,219.5555556,162.4444444,136.2222222,91.33333333,101.4444444,103.5555556,91.22222222,93.66666667,123,116.2222222,1
931,931,,,,20201116,,D3,,9.9,,,7.1,,,16.5,,1.9,대청호,1_1_20201118T021959_20201118T021958_T52SCF.tif,20201118,처_음,대청호,6705,6812,6883.555556,6814.222222,6584.333333,6551,6567.666667,7424.888889,6503.888889,4950,2786.888889,2880.777778,3
932,932,,,,20201123,,D3,,7.7,,,7.6,,,15.5,,1.9,대청호,1_1_20201123T022021_20201123T022633_T52SCF.tif,20201123,처_음,대청호,458.3333333,325.4444444,352.4444444,287.6666667,300.3333333,276.5555556,280.7777778,247.4444444,287,396.6666667,219.5555556,179.6666667,3
933,933,,,,20201130,,D3,,6,,,8,,,13.9,,2.3,대청호,1_1_20201128T022039_20201128T022033_T52SCF.tif,20201128,처_음,대청호,1.333333333,100.2222222,164.3333333,96.44444444,64.33333333,5.777777778,19.22222222,25.22222222,21.55555556,3,40.11111111,49.77777778,0
934,934,,,,20201207,,D3,,4.4,,,8.1,,,12.9,,2.6,대청호,1_1_20201208T022059_20201208T022057_T52SCF.tif,20201208,처_음,대청호,8,155.2222222,181.5555556,101.6666667,90.88888889,57.11111111,47.11111111,49.66666667,28.66666667,6.666666667,53.11111111,53.77777778,1
935,935,,,,20201214,,D3,,5.5,,,8.9,,,11.4,,2.6,대청호,1_1_20201213T022111_20201213T022106_T52SCF.tif,20201213,처_음,대청호,186.3333333,381.3333333,589,911.7777778,1110.777778,1249.444444,1424.333333,1253.111111,1562.444444,1184.666667,1679,1500.333333,3
936,936,,,,20201221,,D3,,3.5,,,9.4,,,9.9,,3.4,대청호,1_1_20201223T022111_20201223T022113_T52SCF.tif,20201223,처_음,대청호,2955.333333,2712.666667,2528.222222,2357.777778,2326.777778,2284.111111,2256.444444,2412.666667,2231.333333,2727,1328.222222,1183,2
937,937,,,,20201228,,D3,,4.7,,,10.5,,,9.4,,3.4,대청호,1_1_20201228T022109_20201228T022110_T52SCF.tif,20201228,처_음,대청호,439.6666667,513.6666667,456.8888889,317.7777778,291.4444444,243.1111111,248.7777778,240.3333333,197,163.3333333,123.8888889,91.22222222,3
938,938,,,,20210104,,D3,,,,,,,,,,,대청호,1_1_20210102T022111_20210102T022106_T52SCF.tif,20210102,처_음,대청호,8.666666667,72,142.2222222,105.6666667,67.66666667,49.88888889,54.44444444,88.11111111,61.55555556,46.66666667,63.77777778,60.11111111,3
939,939,,,,20210111,,D3,,,,,,,,,,,대청호,1_1_20210112T022051_20210112T022045_T52SCF.tif,20210112,처_음,대청호,613.6666667,543.2222222,507.6666667,418.1111111,383,335.5555556,314.3333333,330,283.8888889,244,89,66.11111111,3
940,940,,,,20210118,,D3,,5.5,,,11.5,,,5.9,,3.9,대청호,1_1_20210117T022029_20210117T022027_T52SCF.tif,20210117,처_음,대청호,0,120.6666667,122.5555556,60,45.33333333,20.88888889,23.33333333,23.66666667,14.66666667,3.666666667,26.44444444,28.77777778,3
941,941,,,,20210125,,D3,,4.6,,,11.6,,,6.1,,3.3,대청호,1_1_20210127T021949_20210127T021946_T52SCF.tif,20210127,처_음,대청호,536,580.3333333,647.2222222,627.6666667,682.6666667,712.8888889,766.3333333,714.2222222,772.3333333,973.6666667,640.4444444,603.8888889,2
942,942,,,,20210201,,D3,,5.1,,,11.6,,,5.6,,3.7,대청호,1_1_20210201T021921_20210201T021921_T52SCF.tif,20210201,처_음,대청호,7489.333333,6792.888889,6201.777778,5795.111111,5824.777778,5643.777778,5488.888889,5866.666667,5349.222222,8305,2097.666667,2299.444444,3
943,943,,,,20210208,,D3,,5.8,,,13.2,,,5.3,,3.6,대청호,1_1_20210206T021849_20210206T021851_T52SCF.tif,20210206,처_음,대청호,3357,3376.444444,2941.111111,2582.888889,2500,2359.222222,2255.333333,2717.333333,2114.222222,2893.666667,2009.111111,1633.555556,3
944,944,,,,20210215,,D3,,5.4,,,12.6,,,5.6,,3.1,대청호,1_1_20210216T021749_20210216T022613_T52SCF.tif,20210216,처_음,대청호,1669.333333,1699.111111,1615.333333,1537.777778,1556.777778,1584.222222,1604.333333,1714.222222,1591.444444,1729.666667,1237.888889,978.6666667,2
945,945,,,,20210222,,D3,,9,,,12.9,,,5.8,,2.8,대청호,1_1_20210221T021721_20210221T022406_T52SCF.tif,20210221,처_음,대청호,152.6666667,199.4444444,266.1111111,180.7777778,179.6666667,129.4444444,127.2222222,115,112,65.33333333,92.22222222,83.11111111,1
946,946,,,,20210302,,D3,,5,,,12,,,5.8,,3.5,대청호,1_1_20210303T021611_20210303T021606_T52SCF.tif,20210303,처_음,대청호,3081.666667,2718.666667,2565.777778,2439.333333,2489.777778,2487.888889,2496.333333,2638.888889,2529.777778,3360,1466.111111,1386.333333,2
947,947,,,,20210308,,D3,,3.9,,,12.3,,,6.6,,3.6,대청호,1_1_20210308T021559_20210308T021602_T52SCF.tif,20210308,처_음,대청호,409,465.5555556,456.3333333,310.1111111,282.1111111,235.5555556,244.6666667,229.8888889,204.7777778,147.6666667,129,84.55555556,1
948,948,,,,20210315,,D3,,3.2,,,12.1,,,6.9,,2.5,대청호,1_1_20210313T021601_20210313T021602_T52SCF.tif,20210313,처_음,대청호,488.3333333,469.1111111,471.6666667,352.6666667,348.1111111,330.3333333,314.8888889,311.2222222,293.3333333,305,163.3333333,106.7777778,3
949,949,,,,20210322,,D3,,4.1,,,12.2,,,8.7,,2.7,대청호,1_1_20210323T021601_20210323T022205_T52SCF.tif,20210323,처_음,대청호,370.6666667,415.5555556,481.2222222,381.8888889,364.2222222,336.7777778,330.3333333,354,338.2222222,347.6666667,323,254.3333333,1
950,950,,,,20210329,,D3,,5.4,,,12.1,,,10.2,,2.7,대청호,1_1_20210328T031559_20210328T021601_T52SCF.tif,20210328,처_음,대청호,13035.66667,12408.88889,11283.55556,10761.77778,10761.55556,10377.88889,10253.66667,10472.88889,9865.222222,10740.66667,6994.777778,5984,3
951,951,,,,20210405,,D3,,2.9,,,12,,,9.9,,3.4,대청호,1_1_20210402T021601_20210402T021600_T52SCF.tif,20210402,처_음,대청호,794,918.1111111,929.2222222,818.2222222,890.5555556,915.1111111,950.6666667,993.6666667,971.1111111,1082,964.6666667,822.7777778,3
952,952,,,,20210412,,D3,,2.1,,,11.8,,,12.6,,2.5,대청호,1_1_20210412T021601_20210412T021558_T52SCF.tif,20210412,처_음,대청호,9959.333333,9585.777778,9465.777778,9414.222222,9541.888889,9311.333333,9208.111111,9636.444444,9135.222222,11778.66667,3587.888889,3817.222222,3
953,953,,,,20210419,,D3,,1.8,,,11,,,11.1,,3.3,대청호,1_1_20210417T021559_20210417T022412_T52SCF.tif,20210417,처_음,대청호,5899.333333,5675.111111,5240.444444,5020,5148.888889,5148.111111,5120.111111,5442.666667,5001.111111,6944.333333,1898.333333,1875.555556,3
954,954,,,,20210426,,D3,,1.9,,,10.6,,,14.5,,4.5,대청호,1_1_20210427T021559_20210427T021558_T52SCF.tif,20210427,처_음,대청호,10856.66667,9916.444444,8908.444444,8517.333333,8797.333333,8272,8039.111111,8335.111111,7719.222222,15971,3783.666667,3479.333333,3
955,955,,,,20210503,,D3,,3.6,,,10.4,,,13.7,,4,대청호,1_1_20210502T021601_20210502T021601_T52SCF.tif,20210502,처_음,대청호,355,324.8888889,340.7777778,190,161,136.2222222,139.3333333,130.6666667,121.6666667,145.6666667,111.1111111,85.66666667,3
956,956,,,,20210510,,D3,,11.7,,,10.5,,,13.9,,1.8,대청호,1_1_20210507T021559_20210507T021600_T52SCF.tif,20210507,처_음,대청호,12860.66667,12765.33333,12822.22222,13173.33333,13290.55556,12881.44444,12829.33333,12965.33333,12541,15522,6154,5006.666667,3
957,957,,,,20210517,,D3,,8.1,,,9.8,,,16.3,,3,대청호,1_1_20210517T021559_20210517T022503_T52SCF.tif,20210517,처_음,대청호,8078.333333,8292.444444,8244.444444,8414.222222,8313.666667,8224.333333,8600.222222,8149.333333,8547.777778,7142.333333,3715.222222,2720.333333,3
958,958,,,,20210524,,D3,,5.8,,,10.3,,,17.3,,4.3,대청호,1_1_20210522T021601_20210522T022207_T52SCF.tif,20210522,처_음,대청호,505.6666667,464.4444444,486.4444444,301.2222222,298.1111111,288.5555556,284.8888889,238.2222222,237.8888889,228.3333333,98.55555556,63.44444444,3
959,959,,,,20210531,,D3,,9,,,10,,,17.9,,3.5,대청호,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
960,960,,,,20210607,,D3,,5.5,,,9.8,,,19,,2.8,대청호,1_1_20210606T021609_20210606T021604_T52SCF.tif,20210606,처_음,대청호,11550,11589.33333,9974.222222,9059.555556,9135.333333,8189.777778,7792.777778,8398.222222,7376.888889,13082.33333,6862.888889,5890.888889,3
961,961,,,,20210614,,D3,,4.4,,,9.6,,,21.1,,2.6,대청호,1_1_20210611T021601_20210611T021603_T52SCF.tif,20210611,처_음,대청호,6623.666667,6139.111111,5942.222222,5884.444444,6332.111111,6199,6235.555556,5905.777778,6295.111111,7577,5810.333333,5079.111111,3
962,962,,,,20210621,,D3,,4.8,,,9.4,,,22.2,,3.5,대청호,1_1_20210621T021601_20210621T022255_T52SCF.tif,20210621,처_음,대청호,1193,1205.333333,1267.333333,1135.333333,1188.666667,1140,1115.555556,1128.444444,1118.888889,1121.666667,1113.222222,974.6666667,3
963,963,,,,20210628,,D3,,6.8,,,9.3,,,23.1,,2.3,대청호,1_1_20210626T021609_20210626T021603_T52SCF.tif,20210626,처_음,대청호,9467.666667,8831.111111,7999.555556,7581.777778,7989.222222,7574.777778,7482.111111,7352.444444,7278.444444,15926,5033.777778,4397.222222,3
964,964,,,,20210705,,D3,,7.4,,,8.5,,,23.7,,2.2,대청호,1_1_20210706T021609_20210706T021604_T52SCF.tif,20210706,처_음,대청호,5193,4914.666667,5507.555556,5849.333333,6081.777778,6354,6598.666667,6434.666667,6630.222222,8368.666667,4362.777778,2950.888889,3
965,965,,,,20210712,,D3,,9.4,,,7.9,,,24.9,,2,대청호,1_1_20210711T021611_20210711T021606_T52SCF.tif,20210711,처_음,대청호,2978.666667,2684,2444.444444,2203.555556,2341.444444,2415.444444,2467.777778,2279.555556,2427.555556,3531.333333,1785.888889,1435.666667,3
