,Unnamed: 0,year,month,WD,sampling_date,basin,sampling_point,BOD,chla,COD,chro,DO,EC,SS,wtemp,TOC,clar,lake_x,Title,Satellite_date,check_same_date,lake_y,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,check
488,488,2022,8,1회차 상층부,20220802,금강,D3,1,1.6,3.4,,8.9,170,0.4,29.9,2.1,4.9,대청댐,1_1_20220805T021541_20220805T022552_T52SCF.tif,20220805,처_음,대청댐,1000.333333,736.1111111,656,394.4444444,370,169.6666667,149.8888889,117.4444444,98.66666667,617.6666667,236.1111111,207.7777778,3
489,489,2022,8,1회차 상층부,20220802,금강,D4,2.5,1.5,3.8,,6.9,187,2.4,29.6,2.1,2.2,대청댐,1_1_20220805T021541_20220805T022552_T52SCF.tif,20220805,처_음,대청댐,5936.333333,5319.111111,5034.666667,4742.222222,4923.555556,4697.555556,4640.888889,4287.777778,4625.444444,8706,4084.555556,3553.555556,3
490,490,2022,9,1회차 상층부,20220902,금강,D2,1.8,1.9,2.8,,7.4,166,0.4,26.4,2.1,3.7,대청댐,1_1_20220904T021541_20220904T022607_T52SCF.tif,20220904,처_음,대청댐,8335.333333,6566.666667,6234.666667,6048.888889,6276.666667,6435.444444,6607.222222,6488.888889,6570,4001.666667,1996.666667,2077.888889,3
491,491,2022,9,1회차 상층부,20220902,금강,D3,2.1,2.9,3.6,,7.5,168,0.8,26.4,2.3,3.4,대청댐,1_1_20220904T021541_20220904T022607_T52SCF.tif,20220904,처_음,대청댐,9473.333333,7788.444444,7298.666667,6930.666667,7168.777778,7302.333333,7403.222222,7498.666667,7328.666667,4576,1864.444444,2054.222222,3
492,492,2022,9,1회차 상층부,20220902,금강,D5,2.5,6.6,4,,9.8,166,2.8,26.4,2.7,1.7,대청댐,1_1_20220904T021541_20220904T022607_T52SCF.tif,20220904,처_음,대청댐,7938.666667,6382.222222,6098.666667,5813.333333,5993.888889,6204,6371.333333,6353.333333,6378.333333,3800.444444,2185.111111,2288.444444,3
493,493,2022,9,1회차 상층부,20220902,금강,D6,3.4,4.7,3.6,,9.2,160,5.6,25.9,2.9,1.1,대청댐,1_1_20220904T021541_20220904T022607_T52SCF.tif,20220904,처_음,대청댐,5254,4796.888889,4524.888889,4271.111111,4182.777778,4431.888889,4640.222222,4960,4701,2398,1844.333333,1760,3
494,494,2022,9,1회차 상층부,20220902,금강,D4,2.1,3.3,5.2,,7.5,155,2.4,25.4,3.1,1.3,대청댐,1_1_20220904T021541_20220904T022607_T52SCF.tif,20220904,처_음,대청댐,5427.666667,4707.111111,4432.444444,4223.555556,4109.111111,4539.222222,4919.333333,4725.777778,5064.111111,1503.333333,2307.666667,1949.222222,3
495,495,2022,10,1회차 상층부,20221012,금강,D2,2.3,2.1,2.7,,7.2,149,4.4,22,2.8,2.9,대청댐,1_1_20221009T021559_20221009T022144_T52SCF.tif,20221009,처_음,대청댐,8539.333333,7391.111111,7389.333333,7282.666667,7480.444444,7521.111111,7715,7720,7940.888889,14259.66667,3225.888889,3239.222222,3
496,496,2022,10,1회차 상층부,20221012,금강,D3,4.3,1.9,3.4,,8.6,152,5.2,21.8,2.7,2.4,대청댐,1_1_20221009T021559_20221009T022144_T52SCF.tif,20221009,처_음,대청댐,9212.333333,7298.222222,7130.222222,7864.888889,8291.222222,8406.222222,8657,7792.888889,8787.777778,15247.33333,4283.222222,4575,3
497,497,2022,10,1회차 상층부,20221012,금강,D5,3.4,4.8,4,,7.4,158,3.2,22,2.7,2.3,대청댐,1_1_20221009T021559_20221009T022144_T52SCF.tif,20221009,처_음,대청댐,9644.222222,9261.333333,9241.777778,9108.444444,9420,9215,9099.555556,9822.222222,8904.888889,15443.66667,5789,5359.111111,3
498,498,2022,10,1회차 상층부,20221012,금강,D6,2.1,5.6,4.5,,6.6,162,5.6,21.9,2.7,1.9,대청댐,1_1_20221009T021559_20221009T022144_T52SCF.tif,20221009,처_음,대청댐,0,0,0,0,0,0,0,0,0,0,0,0,3
499,499,2022,10,1회차 상층부,20221012,금강,D4,3.3,8.6,5.3,,7.5,169,5.6,20.8,2.4,1,대청댐,1_1_20221009T021559_20221009T022144_T52SCF.tif,20221009,처_음,대청댐,0,0,0,0,0,0,0,0,0,0,0,0,3
500,500,2022,11,1회차 상층부,20221107,금강,D2,2.9,2.3,3.5,,7.1,149,0.4,18.3,2.6,3.5,대청댐,1_1_20221108T021859_20221108T022524_T52SCF.tif,20221108,처_음,대청댐,319,354.7777778,300.2222222,216.2222222,209,200.4444444,197.6666667,195.8888889,171.2222222,200.6666667,100,59.11111111,3
501,501,2022,11,1회차 상층부,20221107,금강,D6,3,2.3,4.4,,8.2,161,1.6,17.9,2.5,2.7,대청댐,1_1_20221108T021859_20221108T022524_T52SCF.tif,20221108,처_음,대청댐,272,309.6666667,300.1111111,186.7777778,173.6666667,137.3333333,134.4444444,142.8888889,125.1111111,103,76.11111111,49.33333333,3
502,502,2022,11,1회차 상층부,20221107,금강,D4,2,3.8,5.9,,9.5,165,2,16.4,2.5,1.9,대청댐,1_1_20221108T021859_20221108T022524_T52SCF.tif,20221108,처_음,대청댐,337.3333333,384.8888889,411.2222222,268.7777778,277.3333333,232.3333333,258.7777778,240.4444444,219.4444444,246.3333333,119.8888889,78,3
503,503,2022,12,1회차 상층부,20221206,금강,D2,1.2,3.8,4.4,,8.1,156,2,13.4,3.4,3,대청댐,1_1_20221208T022059_20221208T022055_T52SCF.tif,20221208,처_음,대청댐,702.6666667,712.1111111,670.4444444,582.1111111,587.4444444,592.8888889,632.2222222,631.4444444,585.4444444,845,513.6666667,453.2222222,2
504,504,2022,12,1회차 상층부,20221206,금강,D3,1.2,3.2,3.2,,8.8,155,1.2,13,2.7,3,대청댐,1_1_20221208T022059_20221208T022055_T52SCF.tif,20221208,처_음,대청댐,553,647,595.5555556,528,515.3333333,495.7777778,506.7777778,560.7777778,481.2222222,668.3333333,464.6666667,414.2222222,2
505,505,2022,12,1회차 상층부,20221206,금강,D5,1,2.5,3.1,,9,158,0.4,13.3,2.5,2.8,대청댐,1_1_20221208T022059_20221208T022055_T52SCF.tif,20221208,처_음,대청댐,176.8888889,281.7777778,276.8888889,208.5555556,192.1111111,158.8888889,175.7777778,204.4444444,162.8888889,196.6666667,174.7777778,145.1111111,2
506,506,2022,12,1회차 상층부,20221206,금강,D6,1,2.2,2.8,,9.3,162,0.4,12.7,2.5,2.6,대청댐,1_1_20221208T022059_20221208T022055_T52SCF.tif,20221208,처_음,대청댐,71,171.4444444,203.7777778,123.8888889,115.3333333,90.55555556,81,95.33333333,65.88888889,77,104.4444444,75.44444444,2
507,507,2022,12,1회차 상층부,20221206,금강,D4,1.1,1.9,2.8,,10.6,169,1.2,10,2.5,2.4,대청댐,1_1_20221208T022059_20221208T022055_T52SCF.tif,20221208,처_음,대청댐,53.33333333,176.6666667,226.4444444,145.3333333,135.1111111,105.6666667,108.6666667,109.8888889,106.7777778,112.6666667,122.3333333,102.6666667,2
508,508,2023,1,1회차상층부,20230104,금강,D2,1.8,0.6,2.7,,8.9,160,2.8,7.7,2.4,3.1,대청댐,1_1_20230102T022111_20230102T022106_T52SCF.tif,20230102,처_음,대청댐,21.33333333,35,62.22222222,54,44.66666667,9.555555556,27.88888889,24.11111111,25.77777778,26.66666667,30.55555556,30.11111111,0
509,509,2023,1,1회차상층부,20230104,금강,D3,1.1,0.8,2.9,,10.1,158,0.4,7.4,2.5,3.7,대청댐,1_1_20230102T022111_20230102T022106_T52SCF.tif,20230102,처_음,대청댐,2.333333333,21.77777778,54.55555556,43.55555556,21.44444444,0,1.222222222,13.11111111,0.444444444,0,22.44444444,27.55555556,0
510,510,2023,1,1회차상층부,20230104,금강,D5,1.1,1,2.8,,10.8,161,0.8,7.3,2.5,3.8,대청댐,1_1_20230102T022111_20230102T022106_T52SCF.tif,20230102,처_음,대청댐,46.88888889,67,93.66666667,55.66666667,29.88888889,11.55555556,0,21.88888889,11.44444444,10.22222222,25.44444444,31.77777778,0
511,511,2023,1,1회차상층부,20230104,금강,D6,1.2,1,3.4,,1.5,165,0.4,6.5,2.8,2.5,대청댐,1_1_20230102T022111_20230102T022106_T52SCF.tif,20230102,처_음,대청댐,3,24.77777778,74.22222222,32.33333333,25,0.888888889,2,3.777777778,0.111111111,0,23.77777778,25.66666667,0
512,512,2023,1,1회차상층부,20230104,금강,D4,,,,,,,,,,0,대청댐,1_1_20230102T022111_20230102T022106_T52SCF.tif,20230102,처_음,대청댐,84.66666667,77.22222222,145.3333333,90.55555556,64.11111111,55.88888889,63.22222222,78,66.44444444,93,62.66666667,42,0
513,513,2023,2,1회차상층부,20230201,금강,D2,1.8,1.1,3.2,,10.8,162,0.4,5.4,2.5,4.2,대청댐,1_1_20230201T021921_20230201T022156_T52SCF.tif,20230201,처_음,대청댐,44.33333333,126.3333333,223.2222222,244.2222222,218.4444444,209.8888889,199.8888889,266,223.3333333,214.3333333,291.4444444,230.4444444,1
514,514,2023,2,1회차상층부,20230201,금강,D3,1.7,0.5,2,,11.4,162,0.4,4.9,2.3,4,대청댐,1_1_20230201T021921_20230201T022156_T52SCF.tif,20230201,처_음,대청댐,94.66666667,192.8888889,274.3333333,277,268.8888889,239.2222222,235.3333333,300.4444444,255.2222222,254.6666667,322.7777778,265.1111111,1
515,515,2023,2,1회차상층부,20230201,금강,D5,1.8,0.8,2,,12,164,0.4,4.8,2.3,3.4,대청댐,1_1_20230201T021921_20230201T022156_T52SCF.tif,20230201,처_음,대청댐,45.11111111,139.3333333,236.8888889,220.2222222,199.7777778,172,173.2222222,216.7777778,189.1111111,168.7777778,240.7777778,201.6666667,1
516,516,2023,2,1회차상층부,20230201,금강,D6,1.8,1.2,2.7,,12.9,177,0.8,3.5,2.4,3.6,대청댐,1_1_20230201T021921_20230201T022156_T52SCF.tif,20230201,처_음,대청댐,0,38.66666667,135.1111111,147.7777778,117.3333333,109,125.8888889,172.8888889,117.8888889,95,218.2222222,187.3333333,1
517,517,2023,2,1회차상층부,20230201,금강,D4,,,,,,,,,,,대청댐,1_1_20230201T021921_20230201T022156_T52SCF.tif,20230201,처_음,대청댐,473,603.3333333,709.6666667,623.3333333,581.8888889,554.4444444,527.2222222,562.3333333,507.8888889,334.3333333,299.2222222,237,1
518,518,2023,3,1회차상층부,20230307,금강,D2,1,0.5,2.2,,11.8,162,0.8,6.4,2.4,4.5,대청댐,1_1_20230308T021539_20230308T022653_T52SCF.tif,20230308,처_음,대청댐,284,268,274.3333333,240.3333333,327,325.1111111,315.7777778,234.6666667,298.8888889,337,257.6666667,190,1
519,519,2023,3,1회차상층부,20230307,금강,D3,0.9,0.7,3.3,,12.3,163,1.6,6.8,2.4,3,대청댐,1_1_20230308T021539_20230308T022653_T52SCF.tif,20230308,처_음,대청댐,278.6666667,250.1111111,287.2222222,227.7777778,326.6666667,316,311.6666667,222,289.2222222,306,258.8888889,184.5555556,1
520,520,2023,3,1회차상층부,20230307,금강,D5,0.8,1.6,3.7,,12.5,164,0.4,7.1,2.3,4.3,대청댐,1_1_20230308T021539_20230308T022653_T52SCF.tif,20230308,처_음,대청댐,300.8888889,265.6666667,288.1111111,224.3333333,329.8888889,304.5555556,314.5555556,250,296.5555556,410.3333333,263.6666667,196.5555556,1
521,521,2023,3,1회차상층부,20230307,금강,D6,0.9,0.9,2.2,,13.2,191,1.6,5.7,2.1,3.5,대청댐,1_1_20230308T021539_20230308T022653_T52SCF.tif,20230308,처_음,대청댐,262,219.8888889,282,206.5555556,321.3333333,295.4444444,293.6666667,208,277.7777778,397,278.5555556,207.5555556,1
522,522,2023,3,1회차상층부,20230307,금강,D4,1.1,0.7,2.8,,13.3,198,0.4,6.8,1.7,2.8,대청댐,1_1_20230308T021539_20230308T022653_T52SCF.tif,20230308,처_음,대청댐,346,334.6666667,412.4444444,298.3333333,410.8888889,376.6666667,399.5555556,270.8888889,370.5555556,528,369.2222222,274.2222222,1
523,523,2023,4,1회차상층부,20230404,금강,D2,1.5,0.7,3,,10.5,164,0.8,13.4,2.5,4,대청댐,1_1_20230402T021531_20230402T022156_T52SCF.tif,20230402,처_음,대청댐,408.6666667,415.4444444,437.5555556,352.1111111,338.6666667,311.1111111,301.2222222,308.7777778,284.6666667,256,259,224.2222222,1
524,524,2023,4,1회차상층부,20230404,금강,D3,1.2,1,2.6,,10.6,165,0.4,13.1,2.4,3.5,대청댐,1_1_20230402T021531_20230402T022156_T52SCF.tif,20230402,처_음,대청댐,330.6666667,310.3333333,324,203.7777778,180.8888889,142.3333333,140.7777778,127.7777778,112.3333333,101.6666667,90.55555556,77.33333333,1
525,525,2023,4,1회차상층부,20230404,금강,D5,1.6,0.8,2.7,,11,185,0.8,12.5,2.3,2.3,대청댐,1_1_20230402T021531_20230402T022156_T52SCF.tif,20230402,처_음,대청댐,362.1111111,319.6666667,319.3333333,204,203,172.8888889,169.7777778,157,143,144.5555556,103.1111111,92.88888889,1
526,526,2023,4,1회차상층부,20230404,금강,D6,1.6,1.3,2.6,,10.6,199,1.2,13.5,2.1,1.3,대청댐,1_1_20230402T021531_20230402T022156_T52SCF.tif,20230402,처_음,대청댐,256,273.5555556,347.3333333,189.8888889,147.8888889,102.4444444,92.66666667,108,65.77777778,57,94.77777778,79.55555556,1
527,527,2023,4,1회차상층부,20230404,금강,D4,1.9,2.1,2.1,,9.7,200,2,14.9,2.2,2.1,대청댐,1_1_20230402T021531_20230402T022156_T52SCF.tif,20230402,처_음,대청댐,370.3333333,395.5555556,478.8888889,339,328.1111111,263.8888889,236.1111111,257.4444444,215.7777778,210.3333333,203,169.7777778,1
528,528,2023,5,1회차상층부,20230509,금강,D2,0.9,0.8,3.7,,9.5,164,0.4,18.1,2.5,4.2,대청댐,1_1_20230507T021539_20230507T022446_T52SCF.tif,20230507,처_음,대청댐,7330,6981.333333,6922.666667,6983.111111,6951,7164.777778,7446.555556,7386.666667,7437.333333,3286.333333,2963.333333,2419.666667,3
529,529,2023,5,1회차상층부,20230509,금강,D3,0.8,1,2.9,,9.5,166,0.4,18.3,2.4,3.3,대청댐,1_1_20230507T021539_20230507T022446_T52SCF.tif,20230507,처_음,대청댐,7394.333333,7060.444444,7026.666667,7090.666667,7066.111111,7308.555556,7604.777778,7525.333333,7608.888889,3230.666667,2810.111111,2208.888889,3
530,530,2023,5,1회차상층부,20230509,금강,D5,1.7,0.9,2.9,,9.4,195,0.4,17.1,2.4,2.3,대청댐,1_1_20230507T021539_20230507T022446_T52SCF.tif,20230507,처_음,대청댐,7867.222222,7641.777778,7640.888889,7727.111111,7718.111111,7930.888889,8159.222222,8207.111111,8128.888889,3978.333333,3494.555556,3064.444444,3
531,531,2023,5,1회차상층부,20230509,금강,D6,0.7,0.9,2.5,,8,194,2.4,17.5,2.4,2.8,대청댐,1_1_20230507T021539_20230507T022446_T52SCF.tif,20230507,처_음,대청댐,8041,7858.666667,7857.777778,7995.555556,7982.555556,8172.777778,8450.777778,8516.444444,8443.777778,4023,3803.777778,3303.888889,3
532,532,2023,5,1회차상층부,20230509,금강,D4,1.8,1.5,4.1,,8.2,166,3.6,17.7,3.4,1.4,대청댐,1_1_20230507T021539_20230507T022446_T52SCF.tif,20230507,처_음,대청댐,7548,7317.333333,7264.888889,7346.666667,7351.666667,7511.222222,7775.111111,7805.333333,7735.777778,3595.666667,2889.444444,2409.333333,3
533,533,2023,6,1회차상층부,20230615,금강,D2,1.9,0.8,3.7,,8.7,174,2.4,26.1,3.4,4.1,대청댐,1_1_20230616T021539_20230616T022203_T52SCF.tif,20230616,처_음,대청댐,636,562.2222222,501.7777778,341.2222222,356.5555556,364.6666667,365.1111111,276.7777778,329.2222222,414.3333333,203.4444444,181.2222222,3
534,534,2023,6,1회차상층부,20230615,금강,D3,1.9,1.3,2.9,,8.6,174,3.2,26.3,2.9,4,대청댐,1_1_20230616T021539_20230616T022203_T52SCF.tif,20230616,처_음,대청댐,594.3333333,611.4444444,593.1111111,372.2222222,355.5555556,360.7777778,383.5555556,325.1111111,317.4444444,248,142.2222222,110.3333333,3
535,535,2023,6,1회차상층부,20230615,금강,D5,2,2.1,3.5,,10,187,1.2,26.4,3.1,2.3,대청댐,1_1_20230616T021539_20230616T022203_T52SCF.tif,20230616,처_음,대청댐,408.5555556,467.3333333,487.2222222,316.4444444,328.5555556,283.7777778,310.6666667,272.4444444,260.5555556,204.7777778,228,180.7777778,3
536,536,2023,6,1회차상층부,20230615,금강,D6,1.9,1.8,4.3,,10.7,165,1.2,26.8,3.4,1.5,대청댐,1_1_20230616T021539_20230616T022203_T52SCF.tif,20230616,처_음,대청댐,835,1069.222222,1113.777778,1015.444444,1053.555556,897,856.2222222,877.5555556,830.3333333,829,914.2222222,798,3
537,537,2023,6,1회차상층부,20230615,금강,D4,2.2,2.7,2.9,,8,181,2.4,27.1,2.4,1.8,대청댐,1_1_20230616T021539_20230616T022203_T52SCF.tif,20230616,처_음,대청댐,521.6666667,736.1111111,780.5555556,671.6666667,640,544,545.2222222,576.4444444,526.5555556,508,555.8888889,471.3333333,3
538,538,2023,7,3회차상층부,20230726,금강,D1,1.3,27.8,5.7,,11,125,6.8,25.8,4.7,1.3,대청댐,1_1_20230726T021539_20230726T022204_T52SCF.tif,20230726,처_음,대청댐,455.6666667,400.3333333,357.2222222,243.4444444,256.2222222,95.33333333,96,65.66666667,62.11111111,657.3333333,127.6666667,116.2222222,3
539,539,2023,7,1회차상층부,20230705,금강,D2,1.5,0.7,3.5,,8.4,174,0.4,27.8,2.8,2.7,대청댐,1_1_20230706T021539_20230706T022203_T52SCF.tif,20230706,처_음,대청댐,1556,1493.777778,1384.444444,1184.888889,1358.666667,1824.666667,2140.333333,2169.555556,2254.777778,5621.666667,1617.222222,1598,3
540,540,2023,7,1회차상층부,20230705,금강,D3,1.4,0.6,2.9,,8.4,173,0.4,28.3,2.8,3,대청댐,1_1_20230706T021539_20230706T022203_T52SCF.tif,20230706,처_음,대청댐,1733.666667,1879.333333,1725.777778,1454.444444,1702,2309.111111,2545.111111,2726.888889,2443.444444,5955.333333,1936.555556,1733.222222,3
541,541,2023,7,1회차상층부,20230705,금강,D5,1.3,0.8,4,,6.8,171,1.2,27.6,2.8,2.5,대청댐,1_1_20230706T021539_20230706T022203_T52SCF.tif,20230706,처_음,대청댐,2629.222222,2338.666667,2288,2132.888889,2507.444444,3109.111111,3334.444444,3344.888889,3312,11510,2966.444444,2716.666667,3
542,542,2023,7,1회차상층부,20230705,금강,D6,1.9,1.7,4.3,,6.9,163,1.2,27,3,1.5,대청댐,1_1_20230706T021539_20230706T022203_T52SCF.tif,20230706,처_음,대청댐,3404,3248.444444,3008.444444,2962,3370.888889,3734.666667,3961.888889,3911.111111,3970.888889,15400,3597.777778,3372.666667,3
543,543,2023,7,1회차상층부,20230705,금강,D4,1.2,2.3,3.9,,6.6,130,4,24.9,3,1.5,대청댐,1_1_20230706T021539_20230706T022203_T52SCF.tif,20230706,처_음,대청댐,1320,1883.111111,2087.333333,2019.333333,2284.555556,2588.777778,2644.777778,3184,2048,7020,2314,1260.555556,3
544,544,2023,8,1회차상층부,20230802,금강,D2,1.4,2.7,4.9,,10.8,133,1.6,31.4,4.1,2.1,대청댐,1_1_20230805T021539_20230805T022202_T52SCF.tif,20230805,처_음,대청댐,2862.333333,2528.888889,2742.444444,2678.666667,3155,3392.555556,3694.222222,2733.555556,3733.777778,5569.333333,2885.333333,2912.777778,3
545,545,2023,8,1회차상층부,20230802,금강,D3,2.1,1.4,4.6,,10.2,131,1.2,29.8,3.9,1.8,대청댐,1_1_20230805T021539_20230805T022202_T52SCF.tif,20230805,처_음,대청댐,740.6666667,792.6666667,919.2222222,576,670.6666667,469.3333333,487.6666667,377.5555556,361,185.3333333,190,145,3
546,546,2023,8,1회차상층부,20230802,금강,D5,2.3,1.7,3.7,,7.1,113,0.4,29.9,3.1,2.5,대청댐,1_1_20230805T021539_20230805T022202_T52SCF.tif,20230805,처_음,대청댐,479.7777778,515.8888889,692,341.5555556,433,276.7777778,298.6666667,213.5555556,204.6666667,64.55555556,101.3333333,55.77777778,3
547,547,2023,8,1회차상층부,20230802,금강,D6,1.6,4.5,4.6,,9.6,120,1.6,33.6,4,1.1,대청댐,1_1_20230805T021539_20230805T022202_T52SCF.tif,20230805,처_음,대청댐,334,384.2222222,539,244.8888889,354.5555556,132,131,75,55.66666667,0,54.22222222,29.44444444,3
548,548,2023,8,1회차상층부,20230802,금강,D4,1.4,3.1,3.6,,12.8,151,1.6,32.2,3.6,2,대청댐,1_1_20230805T021539_20230805T022202_T52SCF.tif,20230805,처_음,대청댐,436,444.3333333,449.6666667,265.5555556,305.1111111,270.1111111,286.3333333,223.4444444,239.8888889,169.6666667,111.2222222,67.66666667,3
549,549,2023,9,1회차상층부,20230906,금강,D2,2.4,3.8,5.7,,9.2,135,7.6,28.3,8.8,0.3,대청댐,1_1_20230904T021539_20230904T021833_T52SCF.tif,20230904,처_음,대청댐,3206,3324.444444,3384,2810.222222,3108,3181.222222,3186,3715.111111,3137.111111,10218.33333,2783.777778,2449.888889,3
550,550,2023,9,1회차상층부,20230906,금강,D3,3,2.5,7.1,,10.5,131,3.6,27.7,5.1,0.2,대청댐,1_1_20230904T021539_20230904T021833_T52SCF.tif,20230904,처_음,대청댐,4398.333333,2554.222222,3280.222222,3471.111111,4028.222222,4213.222222,4311.444444,3245.555556,4226.888889,13743.33333,3369.777778,2986.333333,3
551,551,2023,9,1회차상층부,20230906,금강,D5,2,1.5,4.9,,7.9,135,4.4,27.8,3.7,1,대청댐,1_1_20230904T021539_20230904T021833_T52SCF.tif,20230904,처_음,대청댐,5065,4640,4342.222222,3957.777778,4507.111111,4553.111111,4598.777778,4564.444444,4513.888889,16214.11111,3900.888889,3862.666667,3
552,552,2023,9,1회차상층부,20230906,금강,D6,2,1.6,4.6,,7.7,150,4.4,28.8,3.1,1.3,대청댐,1_1_20230904T021539_20230904T021833_T52SCF.tif,20230904,처_음,대청댐,3117,3328.888889,3096.222222,2842.444444,3164.333333,3138.555556,3189.888889,3416.888889,3211.777778,10956,2800.444444,2635.666667,3
553,553,2023,9,1회차상층부,20230906,금강,D4,2.5,0.8,3.9,,6.5,147,1.2,28.1,3,2.1,대청댐,1_1_20230904T021539_20230904T021833_T52SCF.tif,20230904,처_음,대청댐,7174.666667,7063.555556,6440,5923.555556,6499.666667,6309.666667,6217.333333,6528,6075.111111,16214,5138.222222,4780.555556,3
554,554,2023,10,1회차상층부,20231011,금강,D2,2,2.4,3.7,,4.7,112,7.6,22.9,2.5,1.8,대청댐,1_1_20231009T021601_20231009T022227_T52SCF.tif,20231009,처_음,대청댐,817.6666667,690.8888889,705.1111111,538.5555556,579.8888889,581.2222222,636.8888889,547.4444444,728.7777778,1751,505.7777778,512.1111111,3
555,555,2023,10,1회차상층부,20231011,금강,D3,1.8,4.2,4.8,,5.4,111,0.8,22.8,2.5,2.1,대청댐,1_1_20231009T021601_20231009T022227_T52SCF.tif,20231009,처_음,대청댐,1561.333333,1185.333333,1431.111111,1267.111111,1596.444444,1926.222222,2110.777778,1628.666667,2264.111111,3845.666667,1694,1681.555556,3
556,556,2023,10,1회차상층부,20231011,금강,D5,1.7,13.4,3.1,,6.6,133,0.8,23,2.6,1.6,대청댐,1_1_20231009T021601_20231009T022227_T52SCF.tif,20231009,처_음,대청댐,381.7777778,335.5555556,351,282.7777778,265.5555556,211.3333333,226.6666667,253.3333333,228.7777778,724.2222222,263.1111111,260.1111111,3
557,557,2023,10,1회차상층부,20231011,금강,D6,1.7,15.4,4.2,,7.1,138,2.4,22.8,2.6,1.8,대청댐,1_1_20231009T021601_20231009T022227_T52SCF.tif,20231009,처_음,대청댐,3854,2955.111111,2939.555556,2954.444444,3210.777778,3387.777778,3549.111111,3408.888889,3799.444444,8605,3016,3150.222222,3
558,558,2023,10,1회차상층부,20231011,금강,D4,1.8,17.9,4.5,,9.5,138,2.8,22.7,2.8,1.7,대청댐,1_1_20231009T021601_20231009T022227_T52SCF.tif,20231009,처_음,대청댐,10153.33333,9325.333333,8733.333333,8301.333333,8703.888889,8184.111111,7921.111111,8506.666667,7811.888889,15782.66667,4959.444444,3840.555556,3
559,559,2023,11,1회차상층부,20231109,금강,D2,2,3.5,3.6,,6,122,1.2,19.5,2.4,3.5,대청댐,1_1_20231108T021901_20231108T022135_T52SCF.tif,20231108,처_음,대청댐,3029.666667,2913.333333,2734.444444,2514.444444,2593.777778,2646.444444,2638.222222,2971.777778,2640,3686.666667,1469.555556,1337.333333,3
560,560,2023,11,1회차상층부,20231109,금강,D3,1.9,5.5,3.7,,7.2,116,4,19.4,2.7,1.7,대청댐,1_1_20231108T021901_20231108T022135_T52SCF.tif,20231108,처_음,대청댐,2644.666667,2680.888889,2456.444444,2246.444444,2322.666667,2379.333333,2379.444444,2723.333333,2430.666667,3222,1352.777778,1226.111111,3
561,561,2023,11,1회차상층부,20231109,금강,D5,1.5,3.6,3.5,,7,130,0.4,19.5,2.5,2.1,대청댐,1_1_20231108T021901_20231108T022135_T52SCF.tif,20231108,처_음,대청댐,182.2222222,221.6666667,262,212,197.4444444,196.2222222,210.8888889,230.1111111,211.6666667,271.7777778,136.3333333,139.2222222,3
562,562,2023,11,1회차상층부,20231109,금강,D6,1.9,4.7,3.7,,7.6,136,1.6,19.2,2.4,2.5,대청댐,1_1_20231108T021901_20231108T022135_T52SCF.tif,20231108,처_음,대청댐,719,639.8888889,670.5555556,606.8888889,624,653.4444444,652.7777778,684.8888889,669.2222222,1009,434.2222222,415.3333333,3
563,563,2023,11,1회차상층부,20231109,금강,D4,2.1,7.7,3.9,,9,142,4,18.1,2.5,1.7,대청댐,1_1_20231108T021901_20231108T022135_T52SCF.tif,20231108,처_음,대청댐,2479.333333,2109.111111,2028.222222,1876.444444,1984.555556,2074.444444,2123.222222,2200.444444,2174.777778,3065.333333,1266.888889,1182.555556,3
564,564,2023,12,1회차상층부,20231213,금강,D2,1.8,2.8,3.4,,9.8,132,1.2,12.9,2.3,3.6,대청댐,1_1_20231213T022109_20231213T022105_T52SCF.tif,20231213,처_음,대청댐,92.33333333,157.5555556,137.6666667,69.11111111,48.33333333,27.77777778,28.88888889,37.44444444,39,38.33333333,44.44444444,29.11111111,3
565,565,2023,12,1회차상층부,20231213,금강,D3,1.7,6.2,3.7,,10.7,132,0.8,10.7,2.4,2.9,대청댐,1_1_20231213T022109_20231213T022105_T52SCF.tif,20231213,처_음,대청댐,71,163,167,75.11111111,58.33333333,22.77777778,27.55555556,17.22222222,8.222222222,0,26.88888889,35,3
566,566,2023,12,1회차상층부,20231213,금강,D5,1.6,4,3.6,,11.3,133,0.4,12.8,2.3,4,대청댐,1_1_20231213T022109_20231213T022105_T52SCF.tif,20231213,처_음,대청댐,46.66666667,141.2222222,142.1111111,66,43.77777778,23.88888889,38.44444444,23,22,10.22222222,38,16.33333333,3
567,567,2023,12,1회차상층부,20231213,금강,D6,2.1,3.8,4.2,,11.5,135,1.6,12.8,2.3,4.5,대청댐,1_1_20231213T022109_20231213T022105_T52SCF.tif,20231213,처_음,대청댐,50,108.4444444,113,42,28.88888889,12.55555556,2.777777778,7.111111111,5.666666667,0,24.44444444,16.11111111,3
568,568,2023,12,1회차상층부,20231213,금강,D4,2,4,4.2,,11.8,142,0.4,10.9,2.3,2.7,대청댐,1_1_20231213T022109_20231213T022105_T52SCF.tif,20231213,처_음,대청댐,138,162.1111111,191.4444444,120.1111111,129.6666667,106.3333333,147.4444444,96.11111111,125.7777778,182,169.2222222,159,3
569,569,,,,20180102,,D3,,5.7,,,10.5,,,7.5,,3.1,대청호,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
